Hex ID,Country,Callsign,Registration,Type
ACD2D3,United States,EDV5006,N925XJ,CRJ9
ACD3A4,United States,CXK609,N9254C,C172
ACD3D0,United States,N9255M,N9255M,L8
ACD3DE,United States,N92551,N92551,C182
ACD44D,United States,N92587,N92587,PA12
ACD4B6,United States,N926CR,N926CR,C172
ACD53D,United States,N926JA,N926JA,C172
ACD588,United States,MS2,N926MA,DHC6
ACD5AA,United States,NKS1805,N926NK,A20N
ACD5C6,United States,PVA7126,N926PN,GLEX
ACD619,United States,SKW5489,N926SW,CRJ2
ACD626,United States,N926TJ,N926TJ,BE20
ACD64B,United States,AAL378R,N926UW,A321
ACD650,United States,ASA310,N926VA,A21N
ACD7C7,United States,N9267F,N9267F,H500
ACD8F6,United States,WSN20,N927JC,PC12
ACD8FF,United States,N927JM,N927JM,C25B
ACD964,United States,AAL1803,N927NN,B738
ACDA02,United States,AAL2248,N927UW,A321
ACDA07,United States,ASA1331,N927VA,A21N
ACDA2C,United States,SWA3787,N927WN,B737
ACDBEC,United States,ASA772,N928AK,B39M
ACDBEE,United States,AAL964,N928AM,A321
ACDC05,United States,N928BK,N928BK,GLF2
ACDC7B,United States,N928GC,N928GC,GLF5
ACDCF6,United States,N928MA,N928MA,C72R
ACDD18,United States,NKS2519,N928NK,A20N
ACDD1B,United States,AAL312,N928NN,B738
ACDDBE,United States,ASA434,N928VA,A21N
ACDDE3,United States,SWA2885,N928WN,B737
ACDDF8,United States,EDV4989,N928XJ,CRJ9
ACDE22,United States,N928ZA,N928ZA,C172
ACDF9A,United States,AAL1606,N929AA,A321
ACDFA3,United States,ASA23,N929AK,B39M
ACDFA6,United States,AAL1464,N929AN,B738
ACDFFC,United States,DAL469,N929DZ,B739
ACE011,United States,SKW5343,N929EV,CRJ2
ACE063,United States,JBU1874,N929JB,A321
ACE08C,United States,N929KT,N929KT,DHC3
ACE175,United States,ASA228,N929VA,A21N
ACE19A,United States,SWA1318,N929WN,B737
ACE359,United States,N93AJ,N93AJ,C550
ACE4AA,United States,N93PW,N93PW,SR22
ACE4BD,United States,N93QQ,N93QQ,GLF4
ACE5B6,United States,AAL2818,N930AN,B738
ACE5BB,United States,DAL2385,N930AT,B712
ACE5FB,United States,N930DG,N930DG,SR22
ACE605,United States,N930DS,N930DS,BE30
ACE60C,United States,DAL470,N930DZ,B739
ACE621,United States,SKW5484,N930EV,CRJ2
ACE6E2,United States,AAL1787,N930NN,B738
ACE729,United States,N930RJ,N930RJ,P28R
ACE74E,United States,SKW4788,N930SW,CRJ2
ACE7AA,United States,SWA3770,N930WN,B737
ACE81D,United States,AAL1572,N93003,A319
ACEA96,United States,NKS450,N931NK,A20N
ACEA99,United States,AAL842,N931NN,B738
ACEB76,United States,EDV5434,N931XJ,CRJ9
ACEBE2,United States,N9311G,N9311G,C182
ACEC20,United States,N93129,N93129,T210
ACED21,United States,ASA568,N932AK,B39M
ACED23,United States,AAL2297,N932AM,A321
ACED7E,United States,N932EC,N932EC,P28A
ACEE86,United States,N932QS,N932QS,C68A
ACEF18,United States,SWA2933,N932WN,B737
ACF045,United States,N9326D,N9326D,C72R
ACF0D8,United States,ASA887,N933AK,B39M
ACF146,United States,SKW5298,N933EV,CRJ2
ACF19F,United States,N933JJ,N933JJ,PC12
ACF204,United States,NKS267,N933NK,A20N
ACF207,United States,AAL669,N933NN,B738
ACF23D,United States,N933QS,N933QS,C68A
ACF260,United States,N933SB,N933SB,BE30
ACF2CF,United States,SWA2374,N933WN,B737
ACF2E4,United States,EDV4992,N933XJ,CRJ9
ACF3BA,United States,N9334H,N9334H,C172
ACF486,United States,AAL2247,N934AA,A321
ACF48F,United States,ASA1304,N934AK,B39M
ACF492,United States,AAL2839,N934AN,B738
ACF5BB,United States,NKS163,N934NK,A20N
ACF5BE,United States,AAL2544,N934NN,B738
ACF63E,United States,N934TR,N934TR,C172
ACF846,United States,ASA1255,N935AK,B39M
ACF84E,United States,DAL2206,N935AT,B712
ACF8D2,United States,CXK471,N935G,P28A
ACF906,United States,JBU1774,N935JB,A321
ACFA3D,United States,SWA952,N935WN,B737
ACFB23,United States,N9354C,N9354C,C180
ACFBFD,United States,ASA895,N936AK,B39M
ACFC00,United States,AAL2264,N936AN,B738
ACFC6B,United States,SKW4258,N936EV,CRJ2
ACFD2C,United States,AAL2846,N936NN,B738
ACFD8F,United States,N936SM,N936SM,LJ60
ACFDF4,United States,SWA3392,N936WN,B737
ACFE09,United States,EDV5120,N936XJ,CRJ9
ACFFB4,United States,ASA500,N937AK,B39M
ACFFB7,United States,AAL989,N937AN,B738
ACFFBC,United States,DAL709,N937AT,B712
ACFFBE,United States,TAI562,N937AV,A20N
ACFFE6,United States,FDY488,N937CK,C208
AD0022,United States,SKW5674,N937EV,CRJ2
AD01AB,United States,SWA2580,N937WN,B737
AD0212,United States,CXK500,N9370R,C172
AD0343,United States,CXK240,N9379F,C72R
AD036B,United States,ASA1294,N938AK,B39M
AD0373,United States,DAL2089,N938AT,B712
AD0497,United States,NKS3032,N938NK,A20N
AD049A,United States,AAL1814,N938NN,B738
AD0653,United States,N9384P,N9384P,PA24
AD072A,United States,DAL1934,N939AT,B712
AD072C,United States,LRC632,N939AV,A320
AD0750,United States,JTL939,N939CF,C680
AD084E,United States,NKS1304,N939NK,A20N
AD0851,United States,AAL1650,N939NN,B738
AD0919,United States,SWA3394,N939WN,B737
AD0A4A,United States,N9396H,N9396H,C172
AD0C02,United States,N94NG,N94NG,DA42
AD0CC4,United States,N94WA,N94WA,P28A
AD0D35,United States,AAL775,N940AN,B738
AD0D65,United States,N940CL,N940CL,F900
AD0D6B,United States,N940CS,N940CS,TBM7
AD0D97,United States,N940EL,N940EL,TBM7
AD0E5E,United States,NKS191,N940NK,A20N
AD0E75,United States,PHM102,N940PH,S92
AD10EC,United States,AAL1059,N941AN,B738
AD135D,United States,N9411C,N9411C,C180
AD14A8,United States,DAL1014,N942AT,B712
AD14E2,United States,TG73,N942DA,DV20
AD1560,United States,JBU2116,N942JB,A321
AD15CF,United States,AAL2861,N942NN,B738
AD17CA,United States,N9426K,N9426K,T210
AD1857,United States,ASA402,N943AK,B39M
AD18BC,United States,FTH943,N943EL,C750
AD1927,United States,JBU82,N943JT,A321
AD1986,United States,AAL2353,N943NN,B738
AD1AEF,United States,N9432D,N9432D,C72R
AD1B2B,United States,N94334,N94334,C182
AD1B2F,United States,N94338,N94338,C182
AD1CDE,United States,JBU1773,N944JT,A321
AD1D3A,United States,NKS1921,N944NK,A20N
AD1D3D,United States,AAL1095,N944NN,B738
AD1EA5,United States,N9442C,N9442C,PA32
AD1F8C,United States,N9448Z,N9448Z,C72R
AD1FC8,United States,AAL2777,N945AN,B738
AD1FCD,United States,DAL2721,N945AT,B712
AD1FCF,United States,AVA8591,N945AV,A320
AD2095,United States,JBU980,N945JT,A321
AD20F1,United States,NKS2906,N945NK,A20N
AD20F4,United States,AAL2310,N945NN,B738
AD2114,United States,N945PV,N945PV,E300
AD2160,United States,SKW554K,N945SW,CRJ2
AD2296,United States,N94531,N94531,C182
AD22F7,United States,N9456T,N9456T,B350
AD237F,United States,AAL1105,N946AN,B738
AD23F4,United States,CFS102,N946FE,C208
AD2424,United States,N946HC,N946HC,ASTR
AD2445,United States,JBU2223,N946JL,A321
AD2508,United States,N946SF,N946SF,C152
AD2517,United States,SKW5122,N946SW,CRJ2
AD263E,United States,CXK477,N9463L,C172
AD2736,United States,AAL1208,N947AN,B738
AD27F3,United States,JBU8089,N947JB,A321
AD2862,United States,AAL2647,N947NN,B738
AD28CE,United States,SKW5716,N947SW,CRJ2
AD291E,United States,N947WA,N947WA,TBM7
AD292A,United States,SWA1463,N947WN,B737
AD2B16,United States,N948CD,N948CD,SR22
AD2C16,United States,NKS76,N948NK,A20N
AD2C19,United States,AAL390,N948NN,B738
AD2D3D,United States,N9480E,N9480E,C172
AD2DFF,United States,CXK675,N9485Z,C72R
AD2EA9,United States,DAL2622,N949AT,B712
AD2EB8,United States,N949BH,N949BH,S22T
AD2F71,United States,JBU1060,N949JT,A321
AD2FCD,United States,NKS1790,N949NK,A20N
AD3056,United States,N949TX,N949TX,GLST
AD3098,United States,SWA2396,N949WN,B737
AD326B,United States,N95BD,N95BD,F900
AD3337,United States,N95KH,N95KH,PC12
AD337B,United States,NASA5,N95NA,GLF5
AD33D5,United States,N95RR,N95RR,BE36
AD340D,United States,N95TX,N95TX,C25B
AD3435,United States,TIV95,N95VM,C25B
AD3454,United States,N95WT,N95WT,BE95
AD34B9,United States,DAL2699,N950AT,B712
AD34BB,United States,AVA038,N950AV,A320
AD3585,United States,JSX551,N950JX,E145
AD35AC,United States,N950LL,N950LL,TBM7
AD35BE,United States,N950MD,N950MD,SW4
AD35DD,United States,NKS201,N950NK,A20N
AD3654,United States,N950TD,N950TD,TBM7
AD3662,United States,N950TT,N950TT,C208
AD36B4,United States,N950X,N950X,FA7X
AD375C,United States,N9502Y,N9502Y,T210
AD385F,United States,AAL1356,N951AA,B738
AD3870,United States,DAL2556,N951AT,B712
AD38BF,United States,DAL1634,N951DX,B739
AD3908,United States,N951GV,N951GV,P06T
AD3968,United States,ASH6177,N951LR,CRJ9
AD3994,United States,NKS266,N951NK,A20N
AD3AD2,United States,N95103,N95103,C152
AD3C16,United States,AAL9604,N952AA,B738
AD3C1F,United States,ASA576,N952AK,B39M
AD3C27,United States,DAL1846,N952AT,B712
AD3D4B,United States,NKS3145,N952NK,A20N
AD3D66,United States,N952PM,N952PM,P46T
AD3DA8,United States,SCA52,N952SC,C172
AD3E16,United States,SWA5964,N952WN,B737
AD3E71,United States,N9520D,N9520D,C72R
AD3E84,United States,N9520Y,N9520Y,BE35
AD3FD9,United States,AAL631,N953AN,B738
AD3FDE,United States,DAL1243,N953AT,B712
AD4062,United States,CXK643,N953G,P28A
AD40D6,United States,ASH6035,N953LR,CRJ9
AD4105,United States,AAL2269,N953NN,B738
AD411A,United States,N953PJ,N953PJ,C25B
AD41EB,United States,CRE417,N953XT,C25C
AD422C,United States,N9530H,N9530H,C172
AD4389,United States,CNS794,N954AF,PC12
AD438D,United States,ASA30,N954AK,B39M
AD4390,United States,AAL1658,N954AN,B738
AD4397,United States,AVA068,N954AV,A320
AD4470,United States,N954KM,N954KM,PC12
AD4498,United States,SDU153,N954MB,F2TH
AD44A8,United States,MTU54,N954MT,DA40
AD4636,United States,FTK35,N9542W,C82S
AD4708,United States,N9548W,N9548W,C72R
AD4804,United States,JBU1604,N955JB,A321
AD4850,United States,N955MC,N955MC,PC12
AD4870,United States,NKS1704,N955NK,A20N
AD488B,United States,N955PM,N955PM,CL60
AD4890,United States,XSM55,N955PS,PC24
AD48DF,United States,SKW5447,N955SW,CRJ2
AD493B,United States,SWA3027,N955WN,B737
AD49E3,United States,N9552L,N9552L,AA5
AD49EC,United States,N9552V,N9552V,C172
AD4BCA,United States,JRE956,N956JS,C750
AD4BCB,United States,JBU772,N956JT,A321
AD4C07,United States,N956MC,N956MC,PRM1
AD4C27,United States,NKS1082,N956NK,A20N
AD4C2A,United States,AAL462,N956NN,B738
AD4CB0,United States,N956TX,N956TX,C208
AD4D97,United States,N9562H,N9562H,C172
AD4D9D,United States,N9562P,N9562P,C72R
AD4E6C,United States,N9568L,N9568L,C172
AD4EB5,United States,AAL1485,N957AN,B738
AD4EBC,United States,AVA050,N957AV,A320
AD4FCD,United States,N957MT,N957MT,DA40
AD4FE1,United States,AAL541,N957NN,B738
AD50A9,United States,SWA3505,N957WN,B737
AD520D,United States,CXK256,N9577Z,C72R
AD526B,United States,AMX806,N958AM,B738
AD526C,United States,AAL2381,N958AN,B738
AD5273,United States,AVA220,N958AV,A320
AD5398,United States,AAL1160,N958NN,B738
AD53FD,United States,FDY474,N958SP,C208
AD5460,United States,SWA2061,N958WN,B737
AD5623,United States,AAL1186,N959AN,B738
AD5662,United States,TG74,N959DA,DV20
AD56C8,United States,N959HC,N959HC,C172
AD574C,United States,NKS1165,N959NK,A20N
AD5817,United States,SWA446,N959WN,B737
AD59D9,United States,N96AM,N96AM,BE20
AD5C30,United States,ASA829,N960AK,B39M
AD5C33,United States,AAL1539,N960AN,B738
AD5C39,United States,N960AU,N960AU,C172
AD5C89,United States,DAL2571,N960DZ,B739
AD5D5C,United States,NKS265,N960NK,A20N
AD5D5F,United States,AAL2834,N960NN,B738
AD5DBC,United States,N960SF,N960SF,F900
AD5DCB,United States,SKW5571,N960SW,CRJ2
AD5FE7,United States,ASA330,N961AK,B39M
AD5FEA,United States,AAL2944,N961AN,B738
AD5FF0,United States,N961AU,N961AU,C172
AD6014,United States,VTS871,N961CE,MD82
AD6029,United States,N961DA,N961DA,P28A
AD602A,United States,N961DB,N961DB,M20T
AD6073,United States,CXK385,N961G,P28A
AD60BB,United States,JSX202,N961JX,E145
AD6116,United States,AAL2093,N961NN,B738
AD6125,United States,N961PC,N961PC,LNP4
AD61DE,United States,SWA340,N961WN,B737
AD62C9,United States,N9614H,N9614H,C172
AD632D,United States,N9617C,N9617C,P32R
AD639E,United States,ASA9342,N962AK,B39M
AD646E,United States,JBU577,N962JT,A321
AD6616,United States,N9621G,N9621G,AT5T
AD674F,United States,CJE963,N963AD,C56X
AD6755,United States,ASA508,N963AK,B39M
AD675D,United States,DAL2434,N963AT,B712
AD6881,United States,NKS3161,N963NK,A20N
AD68F0,United States,SKW5097,N963SW,CRJ2
AD6B03,United States,N964AA,N964AA,C172
AD6B14,United States,DAL2184,N964AT,B712
AD6B42,United States,CAP1264,N964CP,C82T
AD6BAC,United States,N964GV,N964GV,P06T
AD6BDC,United States,JBU2885,N964JT,A321
AD6C38,United States,NKS2801,N964NK,A20N
AD6D03,United States,SWA2294,N964WN,B737
AD6EC5,United States,AM58,N965AM,B788
AD6ECC,United States,N965AU,N965AU,C172
AD6EEC,United States,KAP57,N965CA,P212
AD6F15,United States,OXF7834,N965DS,DA40
AD6F36,United States,N965F,N965F,C56X
AD6F73,United States,BEZ401,N965HL,C208
AD6F93,United States,JBU602,N965JT,A321
AD6FB5,United States,N965LB,N965LB,SLG4
AD6FEF,United States,NKS2807,N965NK,A20N
AD6FF2,United States,AAL1101,N965NN,B738
AD7135,United States,N9651A,N9651A,C140
AD7203,United States,N96567,N96567,C172
AD727C,United States,AMX644,N966AM,B788
AD73A6,United States,NKS1903,N966NK,A20N
AD73A9,United States,AAL1301,N966NN,B738
AD7631,United States,ASA870,N967AK,B39M
AD7639,United States,DAL2300,N967AT,B712
AD7683,United States,OXF7933,N967DS,DA40
AD7701,United States,JBU1833,N967JT,A321
AD775D,United States,NKS2446,N967NK,A20N
AD7828,United States,SWA1271,N967WN,B737
AD79E8,United States,ASA368,N968AK,B39M
AD7A89,United States,N968GW,N968GW,B407
AD7AB8,United States,JBU448,N968JT,A321
AD7B58,United States,N968RC,N968RC,C172
AD7C38,United States,CBT80,N9680B,C208
AD7D98,United States,BYA969,N969AC,DHC6
AD7D9B,United States,N969AF,N969AF,CL30
AD7DA2,United States,AAL1048,N969AN,B738
AD7E6F,United States,JBU334,N969JT,A321
AD7E90,United States,N969LA,N969LA,P28R
AD7ECB,United States,NKS204,N969NK,A20N
AD7ECE,United States,AAL2356,N969NN,B738
AD7F36,United States,N969SS,N969SS,SR22
AD7F41,United States,N969TC,N969TC,C208
AD8000,United States,N9690U,N9690U,AA5
AD802A,United States,N96911,N96911,C172
AD8198,United States,N97DA,N97DA,E55P
AD824F,United States,N97LJ,N97LJ,LJ60
AD83B2,United States,AAL1083,N970AN,B738
AD846F,United States,JBU591,N970JB,A321
AD8471,United States,N970JD,N970JD,F900
AD84DE,United States,AAL1717,N970NN,B738
AD854A,United States,SKW5136,N970SW,CRJ2
AD871B,United States,N9708F,N9708F,T206
AD8766,United States,ASA934,N971AK,B39M
AD876E,United States,DAL2260,N971AT,B712
AD8881,United States,N971MT,N971MT,F2TH
AD8892,United States,NKS884,N971NK,A20N
AD8895,United States,AAL1144,N971NN,B738
AD8935,United States,AAL543Q,N971UY,A321
AD89BA,United States,CXK497,N9710F,C72R
AD8B19,United States,N972AF,N972AF,AS21
AD8BED,United States,JBU2568,N972JT,A321
AD8C4C,United States,AAL1053,N972NN,B738
AD8CEC,United States,AAL454,N972UY,A321
AD8ED4,United States,ASA273,N973AK,B39M
AD8ED7,United States,AAL2028,N973AN,B738
AD8F16,United States,TG50,N973DA,DV20
AD8F18,United States,LYM3914,N973DC,E145
AD8FE3,United States,N973MF,N973MF,B407
AD9003,United States,AAL1688,N973NN,B738
AD9010,United States,N973PA,N973PA,SR20
AD90A3,United States,AAL2118,N973UY,A321
AD914D,United States,N9731H,N9731H,C172
AD91F8,United States,N9736D,N9736D,PA22
AD9284,United States,N974AC,N974AC,P28A
AD928B,United States,ASA477,N974AK,B39M
AD935B,United States,JBU149,N974JT,A321
AD941F,United States,N974SP,N974SP,C172
AD9470,United States,OME10,N974VV,DC10
AD9645,United States,AAL2501,N975AN,B738
AD9712,United States,JBU562,N975JT,A321
AD9737,United States,N975LE,N975LE,P28A
AD9746,United States,N975LV,N975LV,LJ60
AD976E,United States,NKS2703,N975NK,A20N
AD97CB,United States,N975SC,N975SC,B407
AD9811,United States,AAL2651,N975UY,A321
AD99F9,United States,ASA522,N976AK,B39M
AD99FC,United States,AAL2314,N976AN,B738
AD9AC9,United States,JBU1823,N976JT,A321
AD9B25,United States,NKS1349,N976NK,A20N
AD9B28,United States,AAL1706,N976NN,B738
AD9BC8,United States,AAL596,N976UY,A321
AD9DB0,United States,ASA777,N977AK,B39M
AD9DDA,United States,N977CB,N977CB,GLF4
AD9E5C,United States,N977HG,N977HG,H25B
AD9E73,United States,JBU1700,N977JE,A321
AD9E83,United States,N977JW,N977JW,SR20
AD9EDC,United States,NKS397,N977NK,A20N
AD9EDF,United States,AAL1823,N977NN,B738
AD9F7F,United States,AAL301,N977UY,A321
AD9FA2,United States,N977WH,N977WH,P40
ADA167,United States,ASA869,N978AK,B39M
ADA1A9,United States,TG52,N978DA,DV20
ADA227,United States,JBU115,N978JB,A321
ADA296,United States,AAL2469,N978NN,B738
ADA2EF,United States,N978SB,N978SB,PC12
ADA317,United States,N978TS,N978TS,BE30
ADA336,United States,AAL2412,N978UY,A321
ADA4B4,United States,N9787K,N9787K,P28A
ADA521,United States,AAL439,N979AN,B738
ADA552,United States,DPJ979,N979CM,BE40
ADA558,United States,979CT,N979CT,BE20
ADA5F8,United States,N979KC,N979KC,CL30
ADA629,United States,N979MB,N979MB,TBM7
ADA64A,United States,NKS334,N979NK,A20N
ADA64D,United States,AAL282,N979NN,B738
ADA68E,United States,N979RC,N979RC,BE20
ADA699,United States,RPA3651,N979RP,E170
ADA908,United States,N98CL,N98CL,B06
ADA922,United States,N98DM,N98DM,C310
ADA9FD,United States,N98NF,N98NF,TBM7
ADAA93,United States,N98UF,N98UF,LJ60
ADAACD,United States,N98WP,N98WP,BE9L
ADAB31,United States,AAL2643,N980AN,B738
ADAB38,United States,LRC626,N980AV,A320
ADAB7B,United States,WDY980,N980DM,FA50
ADABFE,United States,JBU323,N980JT,A321
ADAC5D,United States,AAL527,N980NN,B738
ADACFD,United States,AAL840,N980UY,A321
ADAE3B,United States,VFR,N9805R,BE35
ADAEE8,United States,AAL2683,N981AN,B738
ADAEED,United States,DAL2410,N981AT,B712
ADAFB5,United States,JBU288,N981JT,A321
ADB182,United States,N9812J,N9812J,C172
ADB29F,United States,AAL1670,N982AN,B738
ADB35C,United States,JBU1515,N982JB,A321
ADB425,United States,N982SC,N982SC,E545
ADB437,United States,SKW5713,N982SW,CRJ2
ADB476,United States,AAL2837,N982VJ,A321
ADB51B,United States,N9821P,N9821P,M20P
ADB55E,United States,N9823L,N9823L,C172
ADB65B,United States,DAL1201,N983AT,B712
ADB706,United States,N983HP,N983HP,AS50
ADB782,United States,AAL1734,N983NN,B738
ADB9A1,United States,N9837L,N9837L,C172
ADB9CD,United States,N9838V,N9838V,C172
ADB9D2,United States,N985BB,N98380,P28A
ADBACA,United States,JBU100,N984JB,A321
ADBB39,United States,AAL2046,N984NN,B738
ADBB9E,United States,N984SP,N984SP,C172
ADC182,United States,N986AV,N986AV,C72R
ADC238,United States,JBU524,N986JB,A321
ADC2A7,United States,AAL2114,N986NN,B738
ADC405,United States,N98613,N98613,C340
ADC4FB,United States,N98684,N98684,C172
ADC531,United States,AAL2567,N987AM,A321
ADC532,United States,AAL1900,N987AN,B738
ADC5FF,United States,JBU578,N987JT,A321
ADC88F,United States,N98774,N98774,C172
ADC8C7,United States,N9879Q,N9879Q,C172
ADC8E6,United States,N988AK,N988AK,F900
ADC8E8,United States,N988AM,N988AM,P28A
ADC8EE,United States,DAL1019,N988AT,B712
ADC972,United States,CXK578,N988G,P28A
ADC9B6,United States,JBU8586,N988JT,A321
ADCC28,United States,N98869,N98869,C310
ADCCA6,United States,AAL1415,N989AU,A321
ADCCD3,United States,CAP4528,N989CP,C82T
ADCD6D,United States,JBU424,N989JT,A321
ADCFA9,United States,N9895Q,N9895Q,C172
ADCFD7,United States,N98961,N98961,PA12
ADCFE6,United States,N9897F,N9897F,C72R
ADD012,United States,SJN3,N9898Q,C172
ADD051,United States,FTH990,N99AG,C25B
ADD150,United States,FTH99,N99LM,C25B
ADD243,United States,N99WE,N99WE,DA62
ADD2B6,United States,AAL980Q,N990AU,A321
ADD36E,United States,N990JC,N990JC,CL30
ADD578,United States,N9903V,N9903V,C172
ADD65B,United States,KAP109,N991AA,C402
ADD66D,United States,AAL2078,N991AU,A321
ADD72D,United States,BLUE85,N991JL,RV7
ADD734,United States,JBU324,N991JT,A321
ADD793,United States,AAL1173,N991NN,B738
ADD7FD,United States,AUD91,N991SU,BE20
ADDA6D,United States,N992DS,N992DS,OSCR
ADDADB,United States,JBU620,N992JB,A321
ADDCB6,United States,N9922G,N9922G,C150
ADDD11,United States,N99243,N99243,C172
ADDDDA,United States,DAL1620,N993AT,B712
ADDE14,United States,TG62,N993DA,DV20
ADDE5E,United States,CXK353,N993G,P28A
ADDE6A,United States,N993GM,N993GM,E55P
ADDE92,United States,N993JB,N993JB,M20P
ADDE95,United States,JBU387,N993JE,A321
ADDF5C,United States,N993SD,N993SD,AS50
ADE0CC,United States,BL347,N99347,C172
ADE18C,United States,AAL661,N994AN,A321
ADE252,United States,JBU1196,N994JL,A321
ADE2B8,United States,AAL2835,N994NN,B738
ADE472,United States,N9944Q,N9944Q,C172
ADE4FB,United States,GUN48M,N9948M,C207
ADE609,United States,JBU2197,N995JL,A321
ADE66F,United States,AAL1535,N995NN,B738
ADE8FF,United States,DAL2992,N996AT,B712
ADE9C0,United States,JBU1436,N996JL,A321
ADEA26,United States,AAL2961,N996NN,B738
ADEA65,United States,N996RA,N996RA,C72R
ADECA5,United States,AAL606,N997AA,A321
ADECF8,United States,N997DJ,N997DJ,PC12
ADEDDD,United States,AAL1817,N997NN,B738
ADF05E,United States,TNKR180,N998AC,DH8D
ADF068,United States,AAL223,N998AN,A321
ADF0C0,United States,N998EA,N998EA,C560
ADF0FF,United States,N998GP,N998GP,GLF4
ADF128,United States,JBU1230,N998JE,A321
ADF16F,United States,N998MA,N998MA,P32R
ADF190,United States,NJM998,N998NJ,LJ45
ADF2DC,United States,N9981F,N9981F,C72R
ADF32A,United States,N9983P,N9983P,M6
ADF471,United States,N999DV,N999DV,RV8
ADF4E9,United States,JBU337,N999JQ,A321
ADF567,United States,N999PR,N999PR,H25B
ADF5DC,United States,N999UH,N999UH,R44
ADFBA2,United States,GNDTEST,GND,GND
ADFC63,United States,CONGO23,90-0405,BE40
ADFC6F,United States,ALLEY06,91-0413,BE40
ADFC8E,United States,CONGO32,92-0333,BE40
ADFCC2,United States,VANDY69,93-0642,BE40
ADFCCD,United States,VANDY56,93-0653,BE40
ADFCD2,United States,CONGO31,94-0115,BE40
ADFCD5,United States,BOXED24,94-0118,BE40
ADFCDA,United States,SLEEP82,94-0123,BE40
ADFCE8,United States,ALLEY15,94-0137,BE40
ADFCFB,United States,TABBY11,95-0047,BE40
ADFD0F,United States,TABBY12,95-0067,BE40
ADFD7D,United States,PAT086,91-0513,SW4
ADFD80,United States,PAT672,91-00572,SW4
ADFDDD,United States,SUMIT82,94-7316,C130
ADFE4A,United States,PAT578,94-00318,BE20
ADFE51,United States,PAT322,94-00322,BE20
ADFE6F,United States,TETON32,92-1532,C130
ADFE74,United States,TETON37,92-1537,C130
ADFE86,United States,COBB10,92-0551,C130
ADFE8A,United States,SAME40,61-2666,C135
ADFE97,United States,WING31,95-00098,BE20
ADFE98,United States,PAT099,95-00099,BE20
ADFED1,United States,R51263,85-51263,BE20
ADFED2,United States,R51264,85-51264,BE20
ADFEDF,United States,RATS32,62-3558,K35R
ADFF06,United States,BALL39,95-3004,TEX2
ADFF3F,United States,BREW64,64-13279,T38
ADFF4C,United States,BREW97,66-4382,T38
ADFF56,United States,MUDDY12,67-14953,T38
ADFF5D,United States,CARD22,68-8137,T38
ADFF77,United States,JIMBO22,68-8168,T38
ADFF90,United States,JO21,68-8167,T38
ADFFF2,United States,BUCKO2,68-8147,T38
AE0012,United States,CARD21,65-10393,T38
AE0099,United States,BUCKO1,67-14929,T38
AE00B1,United States,VODKA1,61-0835,T38
AE00C8,United States,MILLER2,65-10404,T38
AE00C9,United States,SWIRLY1,65-10422,T38
AE00D2,United States,CAJUN1,61-0940,T38
AE00D6,United States,COBRA22,63-8162,T38
AE00FC,United States,BEAK1,65-10381,T38
AE0133,United States,DUKE69,97-00102,C560
AE0145,United States,WYLIE31,62-3547,K35R
AE0149,United States,RATS31,57-1468,K35R
AE0171,United States,COUGR30,84-0079,LJ35
AE0197,United States,SPAR241,84-0137,LJ35
AE01AA,United States,SPAR316,84-0071,LJ35
AE01C0,United States,VVBH500,165094,GLF4
AE01CC,United States,MAVRK31,62-4131,R135
AE01D0,United States,TOPCT39,62-4139,R135
AE01E8,United States,BALL38,97-3016,TEX2
AE01EC,United States,TACO12,97-3020,TEX2
AE01ED,United States,SCREAM9,97-3021,TEX2
AE01F9,United States,MEOW46,98-3033,TEX2
AE01FF,United States,VALOR21,98-3539,TEX2
AE0245,United States,GOONY51,94-8151,C30J
AE024F,United States,GOONY40,97-1352,C30J
AE0255,United States,GOONY31,98-1357,C30J
AE035C,United States,JEEP31,58-0062,K35R
AE0372,United States,EDDIE41,60-0367,K35R
AE0393,United States,ADOBE71,63-8885,K35R
AE03C2,United States,BH400,162308,C130
AE03CB,United States,TRCTR1,163311,C130
AE03FC,United States,PAT088,84-0176,BE20
AE040D,United States,MAUDE68,162782,E6
AE045A,United States,RAWHD71,162155,C2
AE046C,United States,RAWHD72,162167,C2
AE04A6,United States,OILER33,63-8033,K35R
AE04B1,United States,UTAH96,57-1432,K35R
AE04DD,United States,PIRAT32,57-1502,K35R
AE055D,United States,RCH225,84-0062,C5M
AE059E,United States,WYLIE32,61-0266,K35R
AE05A7,United States,BAT33,62-3544,K35R
AE05AB,United States,NISMO11,63-8028,K35R
AE0629,United States,HUSKR15,62-3526,K35R
AE0630,United States,PAT948,84-00172,BE20
AE068C,United States,MAINE85,62-3513,K35R
AE06D9,United States,EASY61,163561,BE20
AE06E5,United States,GTMO845,163845,BE20
AE06E9,United States,GTMO844,163844,BE20
AE0752,United States,NAVY3846,163846,BE20
AE07CB,United States,PURSE42,88-0265,C17
AE07E3,United States,RCH578,94-0069,C17
AE07E6,United States,BOE24,95-0103,C17
AE0806,United States,KELP85,99-0060,C17
AE0859,United States,BAT31,59-1506,K35R
AE0899,United States,COBRA51,00-3572,TEX2
AE08A8,United States,SLASH21,00-3587,TEX2
AE08B5,United States,KATT30,165960,TEX2
AE08BE,United States,RCH713,00-0184,C17
AE093C,United States,FORGE53,00-01053,C560
AE0942,United States,TITUS76,73-01208,BE20
